Date,Time,Exercise,Set,Weight,Reps,Note
03.09.21,11:05:29,Barbell Flat Bench Press,2,30,5,
03.09.21,11:05:30,Barbell Flat Bench Press,3,40,5,
03.09.21,11:05:31,Barbell Flat Bench Press,4,50,5,
03.09.21,11:05:32,Barbell Flat Bench Press,5,50,4,
03.09.21,11:05:33,Barbell Flat Bench Press,6,45,5,
03.09.21,11:05:34,Barbell Flat Bench Press,7,45,4,
03.09.21,11:05:35,Barbell Flat Bench Press,8,45,5,
03.09.21,11:05:36,Bar Dips,1,0,5,
03.09.21,11:05:37,Bar Dips,2,0,4,
03.09.21,11:05:38,Bar Dips,3,0,5,
03.09.21,11:05:39,Bar Dips,4,0,5,
03.09.21,11:05:40,Bar Dips,5,0,5,
03.09.21,11:05:41,Smith Machine Shoulder Press (seated),1,20,12,
03.09.21,11:05:42,Smith Machine Shoulder Press (seated),2,35,5,
03.09.21,11:05:43,Smith Machine Shoulder Press (seated),3,40,5,
03.09.21,11:05:44,Smith Machine Shoulder Press (seated),4,40,5,
03.09.21,11:05:45,Smith Machine Shoulder Press (seated),5,40,5,
03.09.21,11:05:46,Smith Machine Shoulder Press (seated),6,40,5,
03.09.21,11:05:47,Pulley Machine Rope Triceps Press (standing),1,18,12,
03.09.21,11:05:48,Pulley Machine Rope Triceps Press (standing),2,23,12,
03.09.21,11:05:49,Pulley Machine Rope Triceps Press (standing),3,23,12,
03.09.21,11:05:50,Single Arm Pulley Machine Lateral Raise (standing),1,4.5,12,
03.09.21,11:05:51,Single Arm Pulley Machine Lateral Raise (standing),2,4.5,12,
03.09.21,11:05:52,Single Arm Pulley Machine Lateral Raise (standing),3,4.5,10,
01.09.21,17:09:11,Pull-ups| Underhand Medium Grip,1,8,5,
01.09.21,17:09:12,Pull-ups| Underhand Medium Grip,2,8,3,
01.09.21,17:09:13,Pull-ups| Underhand Medium Grip,3,5,5,
01.09.21,17:09:14,Pull-ups| Underhand Medium Grip,4,5,5,
01.09.21,17:09:15,Pull-ups| Underhand Medium Grip,5,5,5,
01.09.21,17:09:16,Pull-ups| Underhand Medium Grip,6,5,3,
01.09.21,17:09:17,Barbell Upright Row (standing),1,15,12,
01.09.21,17:09:18,Barbell Upright Row (standing),2,15,12,
01.09.21,17:09:19,Barbell Upright Row (standing),3,15,15,
01.09.21,17:09:20,Barbell Row| Bent Over (standing),1,20,12,
01.09.21,17:09:21,Barbell Row| Bent Over (standing),2,30,5,
01.09.21,17:09:22,Barbell Row| Bent Over (standing),3,40,3,
01.09.21,17:09:23,Barbell Row| Bent Over (standing),4,30,5,
01.09.21,17:09:24,Barbell Row| Bent Over (standing),5,30,5,
01.09.21,17:09:25,Barbell Row| Bent Over (standing),6,30,8,
01.09.21,17:09:26,Pulley Machine Face Pulls (standing),1,14,12,
01.09.21,17:09:27,Pulley Machine Face Pulls (standing),2,27,12,
01.09.21,17:09:28,Pulley Machine Face Pulls (standing),3,27,12,
01.09.21,17:09:29,Pulley Machine Face Pulls (standing),4,27,12,
01.09.21,17:09:30,Reverse Barbell Forearm Curl (standing),1,20,10,
01.09.21,17:09:31,Reverse Barbell Forearm Curl (standing),2,15,12,
01.09.21,17:09:32,Reverse Barbell Forearm Curl (standing),3,15,15,
01.09.21,17:09:33,Dumbbell Biceps Curl (standing),1,5,10,
01.09.21,17:09:34,Dumbbell Biceps Curl (standing),2,10,5,
01.09.21,17:09:35,Dumbbell Biceps Curl (standing),3,8,10,
01.09.21,17:09:36,Dumbbell Biceps Curl (standing),4,7,8,
01.09.21,17:09:37,Dumbbell Biceps Curl (standing),5,7,8,
31.08.21,12:45:14,Barbell Squats (standing),1,20,12,
31.08.21,12:45:15,Barbell Squats (standing),2,30,5,
31.08.21,12:45:16,Barbell Squats (standing),3,40,5,
31.08.21,12:45:17,Barbell Squats (standing),4,45,5,
31.08.21,12:45:18,Barbell Squats (standing),5,45,5,
31.08.21,12:45:19,Barbell Squats (standing),6,45,5,
31.08.21,12:45:20,Barbell Squats (standing),7,45,5,
31.08.21,12:45:21,Barbell Squats (standing),8,45,5,
31.08.21,12:45:22,Barbell Calf Raise (standing),1,28,12,
31.08.21,12:45:23,Barbell Calf Raise (standing),2,28,12,
31.08.21,12:45:24,Barbell Calf Raise (standing),3,28,12,
31.08.21,12:45:25,Machine Crunch (seated),1,41,12,
31.08.21,12:45:26,Machine Crunch (seated),2,41,12,
31.08.21,12:45:27,Machine Crunch (seated),3,41,12,
31.08.21,12:45:28,Machine Leg Extension (seated),1,32,12,
31.08.21,12:45:29,Machine Leg Extension (seated),2,32,12,
31.08.21,12:45:30,Machine Leg Extension (seated),3,32,15,
31.08.21,12:45:31,Machine Leg Extension (seated),4,32,15,
31.08.21,12:45:32,Knee Raise (hanging),1,,10,
31.08.21,12:45:33,Knee Raise (hanging),2,,6,
31.08.21,12:45:34,Knee Raise (hanging),3,,6,
31.08.21,12:45:35,Barbell Flat Bench Press,1,20,12,
31.08.21,12:45:36,Barbell Flat Bench Press,2,30,5,
31.08.21,12:45:37,Barbell Flat Bench Press,3,40,5,
31.08.21,12:45:38,Barbell Flat Bench Press,4,45,5,
31.08.21,12:45:39,Barbell Flat Bench Press,5,45,5,
31.08.21,12:45:40,Barbell Flat Bench Press,6,45,5,
31.08.21,12:45:41,Barbell Flat Bench Press,7,45,5,
31.08.21,12:45:42,Barbell Flat Bench Press,8,45,5,
31.08.21,12:45:43,Bar Dips,1,0,5,
31.08.21,12:45:44,Bar Dips,2,0,5,
31.08.21,12:45:45,Bar Dips,3,0,5,
31.08.21,12:45:46,Bar Dips,4,0,5,
31.08.21,12:45:47,Bar Dips,5,0,4,
31.08.21,12:45:48,Supported Machine Dips,1,36,15,
31.08.21,12:45:49,Supported Machine Dips,2,50,10,
31.08.21,12:45:50,Supported Machine Dips,3,45,6,
31.08.21,12:45:51,Smith Machine Shoulder Press (seated),1,30,10,
31.08.21,12:45:52,Smith Machine Shoulder Press (seated),2,40,5,
31.08.21,12:45:53,Smith Machine Shoulder Press (seated),3,40,5,
31.08.21,12:45:54,Smith Machine Shoulder Press (seated),4,40,5,
31.08.21,12:45:55,Smith Machine Shoulder Press (seated),5,40,3,
31.08.21,12:45:56,Smith Machine Shoulder Press (seated),6,30,8,
31.08.21,12:45:57,Pulley Machine Rope Triceps Press (standing),1,14,12,
31.08.21,12:45:58,Pulley Machine Rope Triceps Press (standing),2,9,15,
31.08.21,12:45:59,Pulley Machine Rope Triceps Press (standing),3,9,12,
31.08.21,12:46:00,Dumbbell Lateral Raise (standing),1,5,12,
31.08.21,12:46:01,Dumbbell Lateral Raise (standing),2,5,12,
31.08.21,12:46:02,Dumbbell Lateral Raise (standing),3,5,12,
28.08.21,12:27:15,Barbell Squats (standing),1,20,12,
28.08.21,12:27:16,Barbell Squats (standing),2,30,5,
28.08.21,12:27:17,Barbell Squats (standing),3,40,5,
28.08.21,12:27:18,Barbell Squats (standing),4,45,5,
28.08.21,12:27:19,Barbell Squats (standing),5,50,5,
28.08.21,12:27:20,Barbell Squats (standing),6,55,5,
28.08.21,12:27:21,Machine Calf Raise (standing),1,30,12,
28.08.21,12:27:22,Machine Calf Raise (standing),2,30,12,
28.08.21,12:27:23,Machine Calf Raise (standing),3,30,12,
28.08.21,12:27:24,Knee Raise (hanging),1,,12,
28.08.21,12:27:25,Knee Raise (hanging),2,,12,
28.08.21,12:27:26,Knee Raise (hanging),3,,12,
28.08.21,12:27:27,Barbell Deadlift,1,50,5,
28.08.21,12:27:28,Barbell Deadlift,2,50,3,
28.08.21,12:27:29,Machine Crunch (seated),1,36,15,
28.08.21,12:27:30,Machine Crunch (seated),2,41,12,
28.08.21,12:27:31,Machine Crunch (seated),3,41,12,
28.08.21,12:27:32,Machine Side Crunch (seated),1,32,8,
28.08.21,12:27:33,Machine Side Crunch (seated),2,32,12,
28.08.21,12:27:34,Machine Leg Extension (seated),1,32,12,
28.08.21,12:27:35,Machine Leg Extension (seated),2,32,12,
28.08.21,12:27:36,Machine Leg Extension (seated),3,32,15,
27.08.21,10:48:31,Supported Machine Dips,1,0,5,
27.08.21,10:48:32,Supported Machine Dips,2,0,5,
27.08.21,10:48:33,Supported Machine Dips,3,0,5,
27.08.21,10:48:34,Supported Machine Dips,4,0,5,
27.08.21,10:48:35,Supported Machine Dips,5,0,5,
27.08.21,10:48:36,Barbell Flat Bench Press,1,20,12,
27.08.21,10:48:37,Barbell Flat Bench Press,2,50,5,
27.08.21,10:48:38,Barbell Flat Bench Press,3,50,3,
27.08.21,10:48:39,Barbell Flat Bench Press,4,40,5,
27.08.21,10:48:40,Barbell Flat Bench Press,5,40,5,
27.08.21,10:48:41,Barbell Flat Bench Press,6,40,5,
27.08.21,10:48:42,Barbell Shoulder Press (standing),1,20,5,
27.08.21,10:48:43,Barbell Shoulder Press (standing),2,20,5,
27.08.21,10:48:44,Barbell Shoulder Press (standing),3,20,5,
27.08.21,10:48:45,Barbell Shoulder Press (standing),4,20,5,
27.08.21,10:48:46,Barbell Shoulder Press (standing),5,20,5,
27.08.21,10:48:47,Dumbbell Lateral Raise (standing),1,5,12,
27.08.21,10:48:48,Dumbbell Lateral Raise (standing),2,5,12,
27.08.21,10:48:49,Pulley Machine Rope Triceps Press (standing),1,18,15,
27.08.21,10:48:50,Pulley Machine Rope Triceps Press (standing),2,18,12,
27.08.21,10:48:51,Pulley Machine Rope Triceps Press (standing),3,18,12,
27.08.21,10:48:52,Dumbbell Lateral Raise (standing),1,5,12,
27.08.21,10:48:53,Dumbbell Lateral Raise (standing),2,5,6,
27.08.21,10:48:54,Dumbbell Lateral Raise (standing),3,5,8,
27.08.21,10:48:55,Pull-ups| Overhand Medium Grip,1,0,2,
27.08.21,10:48:56,Pull-ups| Overhand Medium Grip,2,0,2,
27.08.21,10:48:57,Pull-ups| Overhand Medium Grip,3,0,2,
27.08.21,10:48:58,Pull-ups| Overhand Medium Grip,4,0,2,
27.08.21,10:48:59,Pull-ups| Overhand Medium Grip,5,0,2,
27.08.21,10:49:00,Pull-ups| Overhand Medium Grip,6,0,2,
27.08.21,10:49:01,Pull-ups| Overhand Medium Grip,7,0,2,
27.08.21,10:49:02,Pull-ups| Overhand Medium Grip,8,0,2,
27.08.21,10:49:03,Pull-ups| Overhand Medium Grip,9,0,2,
27.08.21,10:49:04,Pull-ups| Overhand Medium Grip,10,0,2,
27.08.21,10:49:05,Pull-ups| Overhand Medium Grip,11,0,2,
27.08.21,10:49:06,Pull-ups| Overhand Medium Grip,12,0,2,
27.08.21,10:49:07,Pull-ups| Overhand Medium Grip,13,0,2,
27.08.21,10:49:08,Pull-ups| Overhand Medium Grip,14,0,2,
27.08.21,10:49:09,Pull-ups| Overhand Medium Grip,15,0,2,
27.08.21,10:49:10,Pull-ups| Overhand Medium Grip,16,0,2,
27.08.21,10:49:11,Pull-ups| Overhand Medium Grip,17,0,2,
27.08.21,10:49:12,Pull-ups| Overhand Medium Grip,18,0,2,
27.08.21,10:49:13,Pull-ups| Overhand Medium Grip,19,0,2,
27.08.21,10:49:14,Pull-ups| Overhand Medium Grip,20,0,2,
27.08.21,10:49:15,Pull-ups| Overhand Medium Grip,21,0,2,
27.08.21,10:49:16,Pull-ups| Overhand Medium Grip,22,0,2,
27.08.21,10:49:17,Pull-ups| Overhand Medium Grip,23,0,2,
27.08.21,10:49:18,Pull-ups| Overhand Medium Grip,24,0,2,
27.08.21,10:49:19,Pull-ups| Overhand Medium Grip,25,0,2,
27.08.21,10:49:20,Pull-ups| Overhand Medium Grip,26,0,2,
27.08.21,10:49:21,Pull-ups| Overhand Medium Grip,27,0,2,
27.08.21,10:49:22,Pull-ups| Overhand Medium Grip,28,0,2,
27.08.21,10:49:23,Pull-ups| Overhand Medium Grip,29,0,2,
27.08.21,10:49:24,Barbell Row| Bent Over (standing),1,20,12,
27.08.21,10:49:25,Barbell Row| Bent Over (standing),2,20,12,
27.08.21,10:49:26,Barbell Row| Bent Over (standing),3,20,12,
27.08.21,10:49:27,Leverage Machine Row (seated),1,32,12,
27.08.21,10:49:28,Leverage Machine Row (seated),2,32,12,
27.08.21,10:49:29,Leverage Machine Row (seated),3,32,12,
27.08.21,10:49:30,Barbell Upright Row (standing),1,15,12,
27.08.21,10:49:31,Barbell Upright Row (standing),2,15,12,
27.08.21,10:49:32,Barbell Upright Row (standing),3,15,12,
27.08.21,10:49:33,Pulley Machine Face Pulls (standing),1,11,12,
27.08.21,10:49:34,Pulley Machine Face Pulls (standing),2,11,12,
27.08.21,10:49:35,Pulley Machine Face Pulls (standing),3,18,12,
27.08.21,10:49:36,Scott Machine Biceps Curl (seated),1,18,12,
27.08.21,10:49:37,Scott Machine Biceps Curl (seated),2,18,12,
27.08.21,10:49:38,Scott Machine Biceps Curl (seated),3,18,10,
27.08.21,10:49:39,Scott Machine Biceps Curl (seated),4,18,8,
27.08.21,10:49:40,Scott Machine Biceps Curl (seated),5,14,5,
24.08.21,13:07:39,Barbell Squats (standing),1,20,12,
24.08.21,13:07:40,Barbell Squats (standing),2,30,5,
24.08.21,13:07:41,Barbell Squats (standing),3,40,5,
24.08.21,13:07:42,Barbell Squats (standing),4,45,5,
24.08.21,13:07:43,Barbell Squats (standing),5,45,5,
24.08.21,13:07:44,Barbell Squats (standing),6,50,5,
24.08.21,13:07:45,Barbell Deadlift,1,50,5,
24.08.21,13:07:46,Machine Calf Raise (standing),1,30,12,
24.08.21,13:07:47,Machine Calf Raise (standing),2,30,12,
24.08.21,13:07:48,Machine Calf Raise (standing),3,30,13,
24.08.21,13:07:49,Knee Raise (hanging),1,,8,
24.08.21,13:07:50,Knee Raise (hanging),2,,4,
24.08.21,13:07:51,Knee Raise (hanging),3,,5,
24.08.21,13:07:52,Knee Raise (hanging),4,,7,
24.08.21,13:07:53,Knee Raise (hanging),5,,5,
24.08.21,13:07:54,Knee Raise (hanging),6,,7,
24.08.21,13:07:55,Machine Leg Extension (seated),1,25,12,
24.08.21,13:07:56,Machine Leg Extension (seated),2,25,12,
24.08.21,13:07:57,Machine Leg Extension (seated),3,32,15,
24.08.21,13:07:58,Machine Leg Curl (prone),1,27,12,
24.08.21,13:07:59,Machine Crunch (seated),1,36,12,
24.08.21,13:08:00,Machine Crunch (seated),2,36,12,
24.08.21,13:08:01,Machine Crunch (seated),3,36,12,
23.08.21,09:59:19,Barbell Flat Bench Press,1,20,10,
23.08.21,09:59:20,Barbell Flat Bench Press,2,30,5,
23.08.21,09:59:21,Barbell Flat Bench Press,3,35,5,
23.08.21,09:59:22,Barbell Flat Bench Press,4,40,5,
23.08.21,09:59:23,Barbell Flat Bench Press,5,45,5,
23.08.21,09:59:24,Barbell Flat Bench Press,6,50,5,
23.08.21,09:59:25,Barbell Flat Bench Press,7,53,3,
23.08.21,09:59:26,Smith Machine Shoulder Press (seated),1,20,8,
23.08.21,09:59:27,Smith Machine Shoulder Press (seated),2,30,5,
23.08.21,09:59:28,Smith Machine Shoulder Press (seated),3,40,5,
23.08.21,09:59:29,Smith Machine Shoulder Press (seated),4,45,5,
23.08.21,09:59:30,Smith Machine Shoulder Press (seated),5,45,5,
23.08.21,09:59:31,Smith Machine Shoulder Press (seated),6,45,5,
23.08.21,09:59:32,Supported Machine Dips,1,0,5,
23.08.21,09:59:33,Supported Machine Dips,2,0,5,
23.08.21,09:59:34,Supported Machine Dips,3,0,3,
23.08.21,09:59:35,Dips| Raised Legs,1,41,12,dip machine
23.08.21,09:59:36,Dips| Raised Legs,2,41,10,
23.08.21,09:59:37,Dips| Raised Legs,3,36,12,
23.08.21,09:59:38,Dumbbell Lateral Raise (standing),1,5,12,
23.08.21,09:59:39,Dumbbell Lateral Raise (standing),2,5,12,
23.08.21,09:59:40,Dumbbell Lateral Raise (standing),3,5,12,
23.08.21,09:59:41,Pulley Machine Rope Triceps Press (standing),1,11,12,
23.08.21,09:59:42,Pulley Machine Rope Triceps Press (standing),2,11,8,
23.08.21,09:59:43,Pulley Machine Rope Triceps Press (standing),3,11,12,
21.08.21,13:06:13,Barbell Squats (standing),1,20,8,
21.08.21,13:06:14,Barbell Squats (standing),2,30,5,
21.08.21,13:06:15,Barbell Squats (standing),3,40,5,
21.08.21,13:06:16,Barbell Squats (standing),4,45,5,
21.08.21,13:06:17,Barbell Squats (standing),5,45,5,
21.08.21,13:06:18,Machine Calf Raise (standing),1,30,12,
21.08.21,13:06:19,Machine Calf Raise (standing),2,30,12,
21.08.21,13:06:20,Machine Calf Raise (standing),3,30,12,
21.08.21,13:06:21,Machine Leg Extension (seated),1,25,12,
21.08.21,13:06:22,Machine Leg Extension (seated),2,25,12,
21.08.21,13:06:23,Machine Leg Extension (seated),3,32,12,
21.08.21,13:06:24,Knee Raise (hanging),1,,12,
21.08.21,13:06:25,Knee Raise (hanging),2,,12,
21.08.21,13:06:26,Knee Raise (hanging),3,,15,
21.08.21,13:06:27,Machine Crunch (seated),1,32,12,
21.08.21,13:06:28,Machine Crunch (seated),2,36,12,
21.08.21,13:06:29,Machine Crunch (seated),3,36,12,
21.08.21,13:06:30,Machine Leg Curl (prone),1,23,12,
21.08.21,13:06:31,Machine Leg Curl (prone),2,23,12,
21.08.21,13:06:32,Machine Leg Curl (prone),3,23,12,
19.08.21,12:36:35,Pull-ups| Underhand Medium Grip,1,8,5,
19.08.21,12:36:36,Pull-ups| Underhand Medium Grip,2,8,4,
19.08.21,12:36:37,Pull-ups| Underhand Medium Grip,3,5,4,
19.08.21,12:36:38,Pulley Machine Pulldown To Chest| Wide Grip (seated),1,40,10,
19.08.21,12:36:39,Pulley Machine Pulldown To Chest| Wide Grip (seated),2,40,5,
19.08.21,12:36:40,Pulley Machine Pulldown To Chest| Wide Grip (seated),3,40,5,
19.08.21,12:36:41,Pulley Machine Pulldown To Chest| Wide Grip (seated),4,40,10,
19.08.21,12:36:42,Barbell Upright Row (standing),1,15,12,
19.08.21,12:36:43,Barbell Upright Row (standing),2,15,12,
19.08.21,12:36:44,Barbell Upright Row (standing),3,15,12,
19.08.21,12:36:45,Barbell Row| Bent Over (standing),1,20,12,
19.08.21,12:36:46,Barbell Row| Bent Over (standing),2,30,5,
19.08.21,12:36:47,Barbell Row| Bent Over (standing),3,30,5,
19.08.21,12:36:48,Barbell Row| Bent Over (standing),4,30,7,
19.08.21,12:36:49,Barbell Row| Bent Over (standing),5,40,5,
19.08.21,12:36:50,Barbell Row| Bent Over (standing),6,35,6,
19.08.21,12:36:51,Pulley Machine Face Pulls (standing),1,20,12,
19.08.21,12:36:52,Pulley Machine Face Pulls (standing),2,11,12,
19.08.21,12:36:53,Pulley Machine Face Pulls (standing),3,11,12,
19.08.21,12:36:54,Pulley Machine Face Pulls (standing),4,18,12,
19.08.21,12:36:55,Pulley Machine Face Pulls (standing),5,18,12,
19.08.21,12:36:56,Reverse Barbell Forearm Curl (standing),1,20,10,
19.08.21,12:36:57,Reverse Barbell Forearm Curl (standing),2,15,12,
19.08.21,12:36:58,Reverse Barbell Forearm Curl (standing),3,15,12,
19.08.21,12:36:59,Scott Machine Biceps Curl (seated),1,23,12,
19.08.21,12:37:00,Scott Machine Biceps Curl (seated),2,23,12,
19.08.21,12:37:01,Scott Machine Biceps Curl (seated),3,23,5,
19.08.21,12:37:02,Scott Machine Biceps Curl (seated),4,18,5,
19.08.21,12:37:03,Scott Machine Biceps Curl (seated),5,12,5,
18.08.21,10:39:12,Barbell Flat Bench Press,1,20,5,
18.08.21,10:39:13,Barbell Flat Bench Press,2,25,5,
18.08.21,10:39:14,Barbell Flat Bench Press,3,30,5,
18.08.21,10:39:15,Barbell Flat Bench Press,4,35,5,
18.08.21,10:39:16,Barbell Flat Bench Press,5,40,5,
18.08.21,10:39:17,Barbell Flat Bench Press,6,45,5,
18.08.21,10:39:18,Barbell Flat Bench Press,7,50,5,
18.08.21,10:39:19,Supported Machine Dips,1,0,5,
18.08.21,10:39:20,Supported Machine Dips,2,0,5,
18.08.21,10:39:21,Supported Machine Dips,3,4.5,5,
18.08.21,10:39:22,Supported Machine Dips,4,4.5,5,
18.08.21,10:39:23,Supported Machine Dips,5,4.5,5,
18.08.21,10:39:24,Smith Machine Shoulder Press (seated),1,25,5,
18.08.21,10:39:25,Smith Machine Shoulder Press (seated),2,35,5,
18.08.21,10:39:26,Smith Machine Shoulder Press (seated),3,40,5,
18.08.21,10:39:27,Smith Machine Shoulder Press (seated),4,40,5,
18.08.21,10:39:28,Smith Machine Shoulder Press (seated),5,45,5,
18.08.21,10:39:29,Pulley Machine Rope Triceps Press (standing),1,15,10,
18.08.21,10:39:30,Pulley Machine Rope Triceps Press (standing),2,9,12,
18.08.21,10:39:31,Pulley Machine Rope Triceps Press (standing),3,9,9,
18.08.21,10:39:32,Pulley Machine Rope Triceps Press (standing),4,4.5,9,
18.08.21,10:39:33,Dumbbell Lateral Raise (standing),1,5,12,
18.08.21,10:39:34,Dumbbell Lateral Raise (standing),2,5,12,
18.08.21,10:39:35,Dumbbell Lateral Raise (standing),3,5,12,
18.08.21,10:39:36,Barbell Squats (standing),1,20,5,
18.08.21,10:39:37,Barbell Squats (standing),2,30,5,
18.08.21,10:39:38,Barbell Squats (standing),3,40,5,
18.08.21,10:39:39,Barbell Squats (standing),4,45,5,
18.08.21,10:39:40,Barbell Squats (standing),5,50,5,
18.08.21,10:39:41,Barbell Deadlift,1,30,6,
18.08.21,10:39:42,Machine Calf Raise (standing),1,30,12,
18.08.21,10:39:43,Machine Calf Raise (standing),2,20,12,
18.08.21,10:39:44,Machine Calf Raise (standing),3,20,12,
18.08.21,10:39:45,Machine Leg Extension (seated),1,25,12,
18.08.21,10:39:46,Machine Leg Extension (seated),2,25,12,
18.08.21,10:39:47,Machine Leg Extension (seated),3,25,12,
18.08.21,10:39:48,Knee Raise (hanging),1,,12,
18.08.21,10:39:49,Knee Raise (hanging),2,,12,
18.08.21,10:39:50,Knee Raise (hanging),3,,12,
18.08.21,10:39:51,Machine Crunch (seated),1,27.5,12,
18.08.21,10:39:52,Machine Crunch (seated),2,32,12,
18.08.21,10:39:53,Machine Crunch (seated),3,36,12,
16.08.21,13:36:41,Pull-ups| Underhand Medium Grip,1,8,5,
16.08.21,13:36:42,Pull-ups| Underhand Medium Grip,2,8,5,
16.08.21,13:36:43,Pull-ups| Underhand Medium Grip,3,8,4,
16.08.21,13:36:44,Pull-ups| Underhand Medium Grip,4,0,1,
16.08.21,13:36:45,Pull-ups| Underhand Medium Grip,5,5,5,
16.08.21,13:36:46,Pull-ups| Underhand Medium Grip,6,5,4,
16.08.21,13:36:47,Barbell Upright Row (standing),1,20,12,
16.08.21,13:36:48,Barbell Upright Row (standing),2,20,12,
16.08.21,13:36:49,Barbell Upright Row (standing),3,20,9,
16.08.21,13:36:50,Dumbbell Row| Bent OVer (standing),1,9,12,
16.08.21,13:36:51,Dumbbell Row| Bent OVer (standing),2,9,12,
16.08.21,13:36:52,Dumbbell Row| Bent OVer (standing),3,9,13,
16.08.21,13:36:53,Pulley Machine Face Pulls (standing),1,14,12,
16.08.21,13:36:54,Pulley Machine Face Pulls (standing),2,18,12,
16.08.21,13:36:55,Pulley Machine Face Pulls (standing),3,23,12,
16.08.21,13:36:56,Pulley Machine Face Pulls (standing),4,27,12,
16.08.21,13:36:57,Pulley Machine Face Pulls (standing),5,32,12,
16.08.21,13:36:58,Reverse Barbell Forearm Curl (standing),1,15,12,
16.08.21,13:36:59,Reverse Barbell Forearm Curl (standing),2,15,12,
16.08.21,13:37:00,Reverse Barbell Forearm Curl (standing),3,15,12,
16.08.21,13:37:01,Scott Machine Biceps Curl (seated),1,23,12,
16.08.21,13:37:02,Scott Machine Biceps Curl (seated),2,23,7,
16.08.21,13:37:03,Scott Machine Biceps Curl (seated),3,18,5,
16.08.21,13:37:04,Scott Machine Biceps Curl (seated),4,18,12,
15.08.21,09:44:16,Barbell Squats (standing),1,20,8,
15.08.21,09:44:17,Barbell Squats (standing),2,30,5,
15.08.21,09:44:18,Barbell Squats (standing),3,35,5,
15.08.21,09:44:19,Barbell Squats (standing),4,40,5,
15.08.21,09:44:20,Barbell Squats (standing),5,45,5,
15.08.21,09:44:21,Barbell Squats (standing),6,45,5,
15.08.21,09:44:22,Machine Leg Extension (seated),1,25,12,
15.08.21,09:44:23,Machine Leg Extension (seated),2,32,12,
15.08.21,09:44:24,Machine Leg Extension (seated),3,39,12,
15.08.21,09:44:25,Machine Calf Raise (seated),1,18,12,
15.08.21,09:44:26,Machine Calf Raise (seated),2,25,12,
15.08.21,09:44:27,Machine Calf Raise (seated),3,32,12,
15.08.21,09:44:28,Barbell Flat Bench Press,1,25,5,
15.08.21,09:44:29,Barbell Flat Bench Press,2,30,5,
15.08.21,09:44:30,Barbell Flat Bench Press,3,35,5,
15.08.21,09:44:31,Barbell Flat Bench Press,4,40,5,
15.08.21,09:44:32,Barbell Flat Bench Press,5,45,5,
15.08.21,09:44:33,Supported Machine Dips,1,0,5,
15.08.21,09:44:34,Supported Machine Dips,2,0,5,
15.08.21,09:44:35,Supported Machine Dips,3,4.5,5,
15.08.21,09:44:36,Supported Machine Dips,4,9,4,
15.08.21,09:44:37,Supported Machine Dips,5,9,5,
15.08.21,09:44:38,Smith Machine Shoulder Press (seated),1,25,5,
15.08.21,09:44:39,Smith Machine Shoulder Press (seated),2,35,5,
15.08.21,09:44:40,Smith Machine Shoulder Press (seated),3,40,5,
15.08.21,09:44:41,Smith Machine Shoulder Press (seated),4,45,5,
15.08.21,09:44:42,Smith Machine Shoulder Press (seated),5,40,4,
15.08.21,09:44:43,Pulley Machine Rope Triceps Press (standing),1,15,10,
15.08.21,09:44:44,Pulley Machine Rope Triceps Press (standing),2,9,12,
15.08.21,09:44:45,Pulley Machine Rope Triceps Press (standing),3,9,9,
11.08.21,13:20:17,Pull-ups| Underhand Medium Grip,1,5,5,
11.08.21,13:20:18,Pull-ups| Underhand Medium Grip,2,5,5,
11.08.21,13:20:19,Pull-ups| Underhand Medium Grip,3,5,5,
11.08.21,13:20:20,Pull-ups| Underhand Medium Grip,4,5,5,
11.08.21,13:20:21,Pull-ups| Underhand Medium Grip,5,5,5,
11.08.21,13:20:22,Pull-ups| Underhand Medium Grip,6,16,1,
11.08.21,13:20:23,Barbell Upright Row (standing),1,15,12,
11.08.21,13:20:24,Barbell Upright Row (standing),2,15,12,
11.08.21,13:20:25,Barbell Upright Row (standing),3,15,12,
11.08.21,13:20:26,Barbell Row| Bent Over (standing),1,20,5,
11.08.21,13:20:27,Barbell Row| Bent Over (standing),2,20,5,
11.08.21,13:20:28,Barbell Row| Bent Over (standing),3,20,8,
11.08.21,13:20:29,Barbell Row| Bent Over (standing),4,20,8,
11.08.21,13:20:30,Barbell Row| Bent Over (standing),5,20,12,
11.08.21,13:20:31,Barbell Row| Bent Over (standing),6,20,8,
11.08.21,13:20:32,Leverage Machine Row (seated),1,25,12,
11.08.21,13:20:33,Leverage Machine Row (seated),2,32,12,
11.08.21,13:20:34,Leverage Machine Row (seated),3,32,12,
11.08.21,13:20:35,Leverage Machine Row (seated),4,25,12,
11.08.21,13:20:36,Leverage Machine Row (seated),5,25,12,
11.08.21,13:20:37,Leverage Machine Row (seated),6,32,12,
11.08.21,13:20:38,Scott Machine Biceps Curl (seated),1,23,12,
11.08.21,13:20:39,Scott Machine Biceps Curl (seated),2,23,12,
11.08.21,13:20:40,Scott Machine Biceps Curl (seated),3,23,12,
11.08.21,13:20:41,Scott Machine Biceps Curl (seated),4,18,2,
11.08.21,13:20:42,Scott Machine Biceps Curl (seated),5,14,2,
11.08.21,13:20:43,Scott Machine Biceps Curl (seated),6,9,3,
11.08.21,13:20:44,Scott Machine Biceps Curl (seated),7,4.5,7,
11.08.21,13:20:45,Reverse Barbell Forearm Curl (standing),1,15,5,
